Datetime,Open,High,Low,Close,Volume,Symbol
2026-03-06 09:30:00,189.63,190.13,189.02,189.51,1971069,AAPL
2026-03-06 09:35:00,189.56,190.1,189.21,189.48,3629204,AAPL
2026-03-06 09:40:00,188.96,189.12,188.49,188.94,996997,AAPL
2026-03-06 09:45:00,188.85,189.32,188.55,189.02,1523583,AAPL
2026-03-06 09:50:00,188.98,189.1,188.28,189.1,2096656,AAPL
2026-03-06 09:55:00,189.15,189.44,188.93,188.98,1756815,AAPL
2026-03-06 10:00:00,189.02,189.14,188.61,188.98,1739052,AAPL
2026-03-06 10:05:00,189.0,189.81,188.8,189.08,2002216,AAPL
2026-03-06 10:10:00,189.3,189.63,189.2,189.35,1308432,AAPL
2026-03-06 10:15:00,189.12,189.26,189.03,189.24,2533362,AAPL
2026-03-06 10:20:00,189.92,190.47,189.17,189.74,1819311,AAPL
2026-03-06 10:25:00,190.34,190.88,189.16,189.38,1906933,AAPL
2026-03-06 10:30:00,189.97,190.63,189.7,189.88,1751980,AAPL
2026-03-06 10:35:00,189.31,189.35,189.28,189.28,2347398,AAPL
2026-03-06 10:40:00,189.34,189.52,188.79,189.14,1573324,AAPL
2026-03-06 10:45:00,189.52,189.57,189.33,189.55,2385850,AAPL
2026-03-06 10:50:00,189.5,189.81,189.24,189.63,2085037,AAPL
2026-03-06 10:55:00,189.66,190.0,189.61,189.84,2254655,AAPL
2026-03-06 11:00:00,190.07,190.23,189.83,190.11,2191396,AAPL
2026-03-06 11:05:00,190.53,190.99,190.32,190.32,1374886,AAPL
2026-03-06 11:10:00,189.7,190.13,189.64,189.91,1474200,AAPL
2026-03-06 11:15:00,189.75,190.43,189.14,189.61,2219649,AAPL
2026-03-06 11:20:00,189.52,189.66,189.24,189.56,441796,AAPL
2026-03-06 11:25:00,189.32,189.69,188.92,189.65,1312139,AAPL
2026-03-06 11:30:00,190.23,190.56,189.15,189.73,1456076,AAPL
2026-03-06 11:35:00,189.52,189.68,189.17,189.68,2300203,AAPL
2026-03-06 11:40:00,189.53,189.77,189.01,189.57,2130085,AAPL
2026-03-06 11:45:00,190.1,190.58,189.76,190.0,2279564,AAPL
2026-03-06 11:50:00,190.42,190.97,189.99,190.07,2322888,AAPL
2026-03-06 11:55:00,190.43,190.87,189.91,190.2,2262529,AAPL
2026-03-06 12:00:00,189.89,190.16,189.88,190.14,2233329,AAPL
2026-03-06 12:05:00,189.91,190.16,189.88,189.99,2509576,AAPL
2026-03-06 12:10:00,190.11,190.35,190.01,190.11,2066491,AAPL
2026-03-06 12:15:00,190.38,190.88,190.38,190.41,1807181,AAPL
2026-03-06 12:20:00,190.61,191.4,190.51,190.78,1886753,AAPL
2026-03-06 12:25:00,191.02,191.08,190.58,190.91,2143925,AAPL
2026-03-06 12:30:00,190.47,190.61,190.07,190.5,2241761,AAPL
2026-03-06 12:35:00,190.86,191.03,190.38,190.74,1813327,AAPL
2026-03-06 12:40:00,190.19,190.29,189.95,190.27,2377789,AAPL
2026-03-06 12:45:00,190.02,190.21,189.63,189.92,2621488,AAPL
2026-03-06 12:50:00,189.74,189.86,189.48,189.73,1983106,AAPL
2026-03-06 12:55:00,189.15,189.77,189.0,189.49,1591708,AAPL
2026-03-06 13:00:00,189.37,189.78,188.87,189.76,2061616,AAPL
2026-03-06 13:05:00,189.79,190.21,189.45,189.89,1403915,AAPL
2026-03-06 13:10:00,190.29,190.67,189.86,190.08,2278573,AAPL
2026-03-06 13:15:00,190.53,190.83,189.72,189.88,1188774,AAPL
2026-03-06 13:20:00,190.03,190.47,189.92,189.92,2032828,AAPL
2026-03-06 13:25:00,190.49,190.54,190.24,190.3,2035709,AAPL
2026-03-06 13:30:00,189.95,190.19,189.76,189.94,1817785,AAPL
2026-03-06 13:35:00,189.85,190.15,189.76,189.78,2220308,AAPL
2026-03-06 13:40:00,189.56,189.81,189.2,189.61,1830785,AAPL
2026-03-06 13:45:00,189.26,189.33,189.07,189.31,2396292,AAPL
2026-03-06 13:50:00,189.5,189.59,189.33,189.37,1836143,AAPL
2026-03-06 13:55:00,189.56,189.59,189.11,189.58,1819461,AAPL
2026-03-06 14:00:00,189.64,190.06,189.23,189.67,1655143,AAPL
2026-03-06 14:05:00,190.13,190.5,189.58,189.71,1501514,AAPL
2026-03-06 14:10:00,190.3,190.37,189.94,190.18,1928383,AAPL
2026-03-06 14:15:00,190.02,190.03,189.52,189.96,2011947,AAPL
2026-03-06 14:20:00,190.04,190.17,189.59,189.93,1738270,AAPL
2026-03-06 14:25:00,190.42,190.5,190.14,190.32,2267495,AAPL
2026-03-06 14:30:00,190.54,190.95,190.41,190.52,1823851,AAPL
2026-03-06 14:35:00,190.06,190.37,189.91,190.05,2794162,AAPL
2026-03-06 14:40:00,190.85,190.97,190.2,190.78,1644698,AAPL
2026-03-06 14:45:00,191.06,191.38,190.84,191.07,2120399,AAPL
2026-03-06 14:50:00,191.4,191.88,190.92,191.3,2567059,AAPL
2026-03-06 14:55:00,190.77,191.11,190.73,191.05,3104293,AAPL
2026-03-06 15:00:00,190.62,191.23,190.57,190.84,2476453,AAPL
