Datetime,Open,High,Low,Close,Volume,Symbol
2026-03-06 09:30:00,200.42,201.01,200.33,200.4,2178556,TSLA
2026-03-06 09:35:00,200.58,200.74,200.04,200.29,1749121,TSLA
2026-03-06 09:40:00,200.99,201.09,200.65,200.8,2256633,TSLA
2026-03-06 09:45:00,202.04,202.33,201.81,202.02,1836168,TSLA
2026-03-06 09:50:00,201.76,202.28,201.67,201.84,2130527,TSLA
2026-03-06 09:55:00,201.65,201.72,201.22,201.65,1789677,TSLA
2026-03-06 10:00:00,202.84,203.15,202.8,202.91,2202025,TSLA
2026-03-06 10:05:00,203.9,203.96,203.45,203.53,1962777,TSLA
2026-03-06 10:10:00,202.77,203.16,202.75,203.15,3231621,TSLA
2026-03-06 10:15:00,203.55,203.67,203.54,203.58,1415660,TSLA
2026-03-06 10:20:00,203.44,203.67,202.98,203.21,1545306,TSLA
2026-03-06 10:25:00,203.12,203.54,202.67,202.84,3095227,TSLA
2026-03-06 10:30:00,202.84,203.2,202.81,203.03,1748262,TSLA
2026-03-06 10:35:00,201.19,201.52,200.88,201.5,2236796,TSLA
2026-03-06 10:40:00,199.94,200.59,199.71,200.12,1838969,TSLA
2026-03-06 10:45:00,199.84,200.21,199.61,199.67,2653571,TSLA
2026-03-06 10:50:00,198.54,198.92,198.46,198.86,2390911,TSLA
2026-03-06 10:55:00,198.87,199.51,198.71,199.12,2148492,TSLA
2026-03-06 11:00:00,198.44,198.54,198.19,198.39,2116126,TSLA
2026-03-06 11:05:00,197.32,197.53,196.7,197.26,2236916,TSLA
2026-03-06 11:10:00,198.19,198.63,197.9,198.43,2393542,TSLA
2026-03-06 11:15:00,198.48,198.73,197.96,198.25,2206390,TSLA
2026-03-06 11:20:00,198.47,199.04,198.23,198.31,1623131,TSLA
2026-03-06 11:25:00,196.99,197.41,196.96,197.17,2170575,TSLA
2026-03-06 11:30:00,196.79,197.03,196.73,196.73,2726767,TSLA
2026-03-06 11:35:00,196.77,197.63,196.58,196.82,1571421,TSLA
2026-03-06 11:40:00,195.68,196.04,195.62,195.9,2357000,TSLA
2026-03-06 11:45:00,196.29,196.31,195.94,196.2,1242576,TSLA
2026-03-06 11:50:00,195.63,195.97,195.56,195.72,1377130,TSLA
2026-03-06 11:55:00,195.52,195.63,195.22,195.48,2076862,TSLA
2026-03-06 12:00:00,195.01,195.36,194.9,195.0,2280392,TSLA
2026-03-06 12:05:00,196.7,197.02,196.07,196.48,1531087,TSLA
2026-03-06 12:10:00,196.58,196.73,196.32,196.47,3926365,TSLA
